DATE,TEAM,NAME,POS,CASE,CATEGORY,DESCRIPTION,OUTCOME,Found
5/22/2011,Chicago,Garrett Wolfe,RB,Arrested,Theft,"Accused of refusing to pay bill at Miami nightclub, resisting arrest and assaulting police.",Charges dropped.,1
5/9/2011,Tampa Bay,Alex Magee,DE,Arrested,Drugs,"Pulled over for driving with an expired tag on his 2009 black Dodge Charger, accused of marijuana possession in Tampa, Fla.",Resolution undetermined.,1
5/6/2011,San Diego,Antwan Applewhite,LB,Arrested,DUI,"Pulled over around 2:30 a.m. in San Diego, suspected of drunken driving.",Resolution undetermined.,1
4/26/2011,Washington,Albert Haynesworth,DT,Indicted,Sexual abuse,"Charged with misdemeanor sexual abuse for allegedly fondling the breast of a worker in a Washington, D.C. restaurant.",Pleaded no contest to simple assault.,1
4/12/2011,Tennessee,Kenny Britt,WR,Arrested,Obstruction,"Accused of eluding police with car chase in his hometown of Bayonne, N.J., speeding and obstruction.","Pleaded guilty to careless driving, $478 fine.",1
4/4/2011,Kansas City,Mike Vrabel,LB,Arrested,Theft,"Accused of stealing alcoholic beverages from casino deli in Florence, Ind.",Diversion agreement. Charge dropped if he stays out of trouble for 180 days.,1
4/3/2011,Oakland,Louis Murphy,WR,Arrested,Drugs,"Pulled over in Gainesville, Fla., accused of possessing bottle of Viagra for which he had no prescription, resisting arrest.",Resolution undetermined.,1
3/29/2011,Tampa Bay,Aqib Taliq,CB,Warrant,Gun,Police near Dallas issued warrant accusing him of firing gun near head of sister's boyfriend.,Charge dropped.,1
3/26/2011,Philadelphia,Jason Peters,OT,Arrested,Disturbing the peace,"Accused of playing loud music, disturbing the peace in Shreveport, La.",Resolution undetermined.,1
3/25/2011,Green Bay,Johnny Jolly,DE,Arrested,Drugs,"Pulled over in Houston around 12:45 a.m., accused of having bottles of codeine, charged with intent to distribute.","Charge dropped but pleaded guilty to 2008 drug charge, probation, jail time, drug treatment.",1
3/19/2011,Dallas,Bryan McCann,CB,Arrested,Public intoxication,"Accused of public intoxication by Dallas police, which he denied.",Resolution undetermined.,1
3/17/2011,Oakland,Mario Henderson,OT,Arrested,Gun,"Pulled over in Fort Myers, Fla., and accused of carrying a concealed weapon an d playing music too loud.",Resolution undetermined.,1
3/16/2011,New York Giants,Joe Burnett,CB,Arrested,DUI,"Pulled over in Orlando, charged with drunken driving.",Resolution undetermined.,1
3/4/2011,Philadelphia,King Dunlap,OT,Arrested,Disorderly conduct,Accused of reckless driving and disorderly conduct in Nashville after allegedly driving his Escalade onto sidewalk near arena.,Resolution undetermined.,1
2/12/2011,Oakland,Michael Bush,RB,Arrested,DUI,"Suspected of drunk driving in Clarksville, Ind.",Resolution undetermined.,1
2/12/2011,San Diego,Legedu Naanee,WR,Arrested,Public intoxication,"Accused of public intoxication, resisting arrest after refusing orders to stay away from homicide scene in Indianapolis.",Resolution undetermined.,1
2/9/2011,Tennessee,Kenny Britt,WR,Charged,Theft,"In Jersey City, N.J., accused of theft by deception after allegedly not paying two bail bonds companies on behalf of his friend.",Resolution undetermined.,1
2/2/2011,Washington,Albert Haynesworth,DT,Charged,Assault,"Accused of punching motorist in Fairfax County, Va., in traffic altercation after the alleged victim made gesture at Haynesworth for tailgaiting.",Charge dropped after settlement with alleged victim.,1
1/17/2011,Denver,Laurence Maroney,RB,Arrested,"Drugs, gun","Pulled over in St. Louis, accused of unlawful possession of guns and drugs with other men.",Acquitted.,1
12/27/2010,Washington,Joe Joseph,DT,Arrested,DUI,"Police responded to report of single-car accident, accused him of drunk driving around 3 a.m. in Loudoun County, Va.",Resolution undetermined.,1
12/26/2010,Baltimore,Sergio Kindle,LB,Arrested,DUI,"Pulled over on suspicion of drunk driving in Jessup, Md. Measured .17 on a Breathalyzer test.","Pleaded guilty, two years probation, five days in a private facility.",1
12/20/2010,Denver,Kevin Alexander,LB,Arrested,Domestic violence,Girlfriend accused him of shoving and striking her in the face near Denver. Charged with battery and assault.,Charges dropped for a lack of evidence. Alexander cut by Broncos a day after arrest.,1
12/13/2010,Tampa Bay,Geno Hayes,LB,Arrested,Disorderly conduct,Charged after altercation outside Tampa nightclub in which police used stun gun on him.,"Pleaded no contest to trespassing, with ajudication withheld. Disorderly conduct charge dropped. Paid $265 in court costs.",1
12/9/2010,Denver,Perrish Cox,CB,Arrested,Sexual assault,"Accused of impregnanting woman after she passed out in Lone Tree, Colo.",Acquitted.,1
11/19/2010,Tampa Bay,Mike Williams,WR,Arrested,DUI,"Pulled over on suspicion of drunken driving in Hillsborough County, Fla., despite Breathalyzer test showing legal blood-alcohol level.",Charges dropped when urine test came back clean.,1
11/13/2010,Seattle,Raheem Brock,DE,Arrested,DUI,Pulled over by University of Washington police in Seattle on suspicion of drunken driving. Measured .13 on a Breathalyzer test.,Resolution undetermined.,1
11/12/2010,Denver,D.J. Williams,LB,Arrested,DUI,Pulled over on suspicion on drunk driving in Denver at 2:40 a.m. Also cited for driving without headlights.,Convicted of DUI and sentenced to 30 days home arrest.,1
10/24/2010,Denver,Elvis Dumervil,LB,Arrested,Assault,"Cited for assault, disturbing the peace after alleged altercation with parking lot attendant at Invesco Field in Denver after he forgot his credentials.",Charges dimissed five days before scheduled trial.,1
10/23/2010,Tampa Bay,Jerramy Stevens,TE,Arrested,Drugs,"Pulled over and cited for possession of marijuana in Tampa, of which 38 grams were found in the car.",Resolution undetermined. Cut by team two days after arrest.,1
10/20/2010,Indianapolis,Pat McAfee,P,Arrested,Alcohol,"Cited after he took a late-night swim in a canal in Indianapolis and told police, ""I am drunk."" Officers said he had a .15 blood-alcohol content.",Diversion program in which he attended eight hours of community service and paid $298 fee. Suspended one game by the Colts.,1
10/5/2010,Carolina,Dwayne Jarrett,WR,Arrested,DUI,Pulled over for speeding after 2 a.m. and arrested on suspicion of driving under the influence in Charlotte.,Resolution undetermined. Cut by team same day of arrest.,1
9/25/2010,New England,Bret Lockett,DB,Arrested,Disorderly conduct,"Cited after police said he ignored their instructions to stay away from a club in Providence, R.I., that was filled to capactiy.","Diversion program, charge dismissed after three months without incident.",1
9/21/2010,New York Jets,Braylon Edwards,WR,Arrested,DUI,Pulled over in New York at 5:15 a.m. because police say his windows were too tinted; smelled of alcohol and blood-alcohol measured .16,"Pleaded guilty to misdemeanor. Deal included $500 fine, driver''s license suspended for six months, entered into substance-abuse program.",1
9/3/2010,Indianapolis,Fili Moala,DT,Arrested,DUI,Pulled over at 2:31 a.m. for speeding in Indianapolis and cited with suspicion of driving under the influence. Blood-alcohol measured .10.,Convicted of misdemeanor operating a vehicle while intoxicated with a blood-alcohol count of .08 to .15 and public intoxication. Sentenced to 180 days probation.,1
8/8/2010,Indianapolis,John Gill,DT,Arrested,Alcohol,"Cited after found in a ditch on the side of the road, barefoot and slurring his speech in Marion County, Ind.",Charged dropped. Gill entered treatment facility.,1
8/7/2010,Washington,Fred Davis,TE,Arrested,Reckless driving,"Cited with reckless driving, driving 20 mph over the speed limit in Fairfax County, Va.","Pleaded guilty to reduced charge of speeding, $75 fine.",1
8/4/2010,Tennessee,Kenny Britt,WR,Cited,License,"Pulled over in Nashville for windows in Camaro tinted too dark, then cited for misdemeanor driving without a valid license.",Resolution undetermined.,1
7/3/2010,Seattle,Quinton Ganther,RB,Arrested,DUI,"Pulled over on suspicion for two misdemeanor counts of driving under the influence in Sacramento, Calif. State limit for BAC is .08.",Resolution undetermined.,1
7/1/2010,Tennessee,Chris Simms,QB,Arrested,"DUI,drugs",Charged in New York City with driving while on drugs (marijuana) with his pregnant wife in the car.,Acquitted in May 2011,1
6/29/2010,Cincinnati,Cedric Benson,RB,Arrested,Assault,"Charged with misdemeanor assault for a May 30 incident in Austin, Texas, where he allegedly punching a bar employee in the face.","Pleaded no contest, 20-day jail sentence, $4,000 fine.",1
6/16/2010,Tennessee,Derrick Morgan,DE,Arrested,License,"Pulled over in Gordon County, Ga., for speeding, charged with driving with a suspended license.",Resolution undetermined.,1
6/13/2010,Tennessee,Vince Young,QB,Cited,Assault,Accused of getting into a fight at a Dallas strip club and left before police arrived.,Resolution undetermined.,1
6/12/2010,San Francisco,Ray McDonald,DE,Arrested,DUI,"Pulled over in his black BMW, clocked at 94 mph in a 65-mph zone, given field sobriety test in San Mateo County, Calif.",Resolution undetermined.,1
6/10/2010,Green Bay,Brandon Underwood,CB,Arrested,Sexual assault,"Charged with prostitution/non-marital sexual intercourse after two women alleged he sexually assaulted them in Lake Delton, Wisc.","Pleaded no contest to misdemeanor count of soliciting a prostitute, $379 fine.",1
5/26/2010,Miami,Phillip Merling,DE,Arrested,Domestic violence,"Charged with aggravated battery against his pregnant girlfriend in Weston, Fla.",Charges dropped after girlfriend stopped cooperating with authorities.,1
5/24/2010,San Diego,Kevin Ellison,S,Arrested,Drugs,"Pulled over for speeding, charged with suspicion of possessing a controlled substance -- 100 Vicodin pills -- in Redondo Beach, Calif.","Pleaded guilty to possession of controlled substance, charged later dropped through diversion program.",1
5/16/2010,Tampa Bay,Mario Urrutia,WR,Arrested,License,Charged with non-resident driver's license violation by Hillsborough (Fla.) County deputies.,Resolution undetermined.,1
5/8/2010,Denver,Ronald Fields,DT,Arrested,Gun,"Pulled over in Houston upon witness seeing Fields waving a gun at a club, then driving off, charged with misdemeanor.",Resolution undetermined.,1
5/7/2010,Washington,Fred Davis,TE,Cited,License,"Charged with driving with a suspended license, falsely identifying himself to police in Loudoun County (Va.).","Pleaded guilty, 30-day suspended sentence, fined $2,500",1
5/4/2010,Cincinnati,Maurice Purify,WR,Arrested,Disorderly conduct,"Charged with misdemeanor disorderly conduct after scuffle at a Newport, Ky., nightclub.",Charges dropped; one-game NFL suspension under personal conduct policy,1
4/10/2010,Seattle,Leroy Hill,LB,Arrested,Domestic violence,"Charged with investigation of assault in the fourth degree/domestic violence from dispute with girlfriend in Issaquah, Wash.","Diversion program, 18-month probation, treatment program.",1
4/7/2010,Washington,Fred Davis,TE,Arrested,License,"Pulled over for speeding, found to be driving under a suspended/revoked license in Loudoun County, Va.","Pleaded guilty, 10-day suspended sentence, $2,500 fine, driver''''s license suspended 90 days.",1
3/27/2010,Arizona,Joey Porter,LB,Arrested,"DUI, assault","Suspected of DUI and charged with assaulting an officer, resisting arrest after trying to help a friend who had been pulled over in Bakersfield, Calif.",Charges dropped; prosecutor did not believe jury would find Porter guilty beyond a reasonable doubt.,1
3/19/2010,Miami,Ronnie Brown,RB,Arrested,DUI,"Pulled over in Atlanta for failing to use a turn signal, then charged with DUI with reported blood-alcohol level at 0.158.",Resolution undetermined.,1
3/13/2010,Green Bay,Spencer Havner,TE,Arrested,DUI,"Arrested in Grass Valley, Calif., after crashing his motorcycle; taken to hospital, and found to be under the influence.","Charges dropped, not enough evidence",1
2/20/2010,Miami,Will Allen,CB,Arrested,DUI,Charged in Miami Beach after tried to get through police roadblock. Blood alcohol measured at .152 and .167.,Resolution undetermined.,1
2/19/2010,Washington,Byron Westbrook,CB,Arrested,DUI,"Pulled over in Waldorf, Md., after his Mercedes crossed the center line several times, suspected of drunken driving.",Acquitted by jury in June 2010.,1
2/6/2010,Miami,Tony McDaniel,DT,Arrested,Domestic violence,"Charged with misdemeanor battery at Davie, Fla., home, after shoving his girlfriend, whose head hit the pavenment.","Pleaded no contest to amended charge of disorderly conduct, six months probation, counseling. NFL suspended him one game.",1
2/2/2010,Dallas,Deon Anderson,FB,Arrested,Gun,"Accused of pulling loaded gun a man in dispute in Addison, Texas, also having outstanding traffic warrants.",Resolution undetermined.,1
1/30/2010,Kansas City,Michael Richardson,CB,Arrested,Alcohol,"One of hundreds charged with being in possession of an open alcohol container, at the Gasparilla Parade in Tampa.",Resolution undetermined.,1
1/29/2010,Cincinnati,Rey Maualuga,LB,Arrested,DUI,"Charged with drunk driving in Covington, Ky., after police said he struck two parked vehicles and parking meter. Blood-alcohol .157.","Pleaded guilty, suspended seven-day sentence, two days' probation. NFL fined him for two games.",1
1/18/2010,Washington,Chad Rinehart,OT,Arrested,Public intoxication,"Charged after police in Cedar Falls, Iowa, say he was pulling on the locked door outside a bar and refused a breath test.","Found guilty by a judge, paid $195 fine",1
1/17/2010,San Diego,Vincent Jackson,WR,Arrested,License,"Pulled over for playing loud music, cited for driving with a suspended license and expired tags in San Diego.","Pleaded guilty to knowingly driving with suspended license , 80 hours community service, fined under $1,000.",1
1/15/2010,Tennessee,Kenny Britt,WR,Arrested,License,"Pulled over in Glen Ridge., N.J., and had three outstanding traffic warrants.","Paid $865, released.",1
1/10/2010,Tampa Bay,Jermaine Phillips,S,Arrested,Domestic violence,Charged with third-degree felony domestic battery for allegedly strangling his wife at home in Tampa after she called 911.,Diversion program.,1
1/1/2010,Indianapolis,Taj Smith,WR,Arrested,DUI,"Pulled over in Indianapolis after car crossed lane divider and was above 30 mph speed limit. Failed field sobriety, breath tests.",Resolution undetermined.,1
11/30/2009,Carolina,Jon Beason,LB,Arrested,Assault,Accused of aggravated assault after a confrontation with a man in Charlotte strip club.,Charges dropped.,1
10/27/2009,Tampa Bay,Marcus Johnson,OG,Arrested,DUI,"Suspected of DUI after being found asleep in a Chevy Impala at 4 a.m. in Tampa, Fla., refused breath tests.",Resolution undetermined. Cut by team less then 12 hours later.,1
10/18/2009,Pittsburgh,Jeff Reed,K,Arrested,Alcohol,"Cited for resisting arrest, public intoxication in confrontation with police outside a Pittsburgh bar with teammate Matt Spaeth.","Diversion program, 40 hours community service, then cleared.",1
10/18/2009,Pittsburgh,Matt Spaeth,TE,Cited,Public urination,Cited for public urination outside a Pittsburgh bar. Teammate Jeff Reed was arrested as part of the same incident.,Resolution undetermined.,1
10/13/2009,Chicago,Lance Louis,OT,Arrested,Assault,Charged with assault after beating a teammate in a meeting room while enrolled at San Diego State in November of 2008.,"Pleaded guilty to misdemeanor battery, 40 hours of community service, 12 hours anger management, three years probation.",1
10/5/2009,Miami,Will Billingsley,CB,Arrested,Domestic violence,"Charged with assault and nonviolently resisting arrest in Wilton Manors, Fla., after argument over shoes with his girlfriend, who was found with scratches on her upper arm and neck.",Case dropped after girlfriend said she wouldn''''t pursue it. Cut by team two months later.,1
9/15/2009,Indianapolis,John Gill,DT,Arrested,Public intoxication,"Police in Marion County, Ind., said he was charged with being drunk in public, the first of two such allegations within a year.",Charge dropped.,1
9/7/2009,Denver,Richard Quinn,TE,Arrested,Domestic violence,Live-in girlfriend accused him of shaking her to the ground and taking away the phone during an argument in Denver.,Charges dropped.,1
9/6/2009,San Diego,Shawne Merriman,LB,Arrested,Domestic violence,"Accused of battery and false imprisonment after allegedly choking and restraining his girlfriend, television personality Tila Tequila, in San Diego.",Charges dismissed less than a week later.,1
8/23/2009,Baltimore,Tony Fein,LB,Arrested,Assault,Accused of assault after a confrontation with an officer in Baltimore who was investigating report of possible gun being passed around his group.,Died in October 2009 before trial. Suspected gun turned out to be phone.,1
8/21/2009,Tennessee,Chris Davis,WR,Arrested,DUI,"Pulled over for speeding in Nashville after 2 a.m., suspected of drunken driving. Consented to a breathalyzer test that measured 0.11 in blood alcohol content.",Resolution undetermined. Cut by team a few days after arrest.,1
8/20/2009,Tampa Bay,Aqib Talib,CB,Arrested,Assault,Accused of battery and resisting arrest after allegedly hitting a cab driver in Tampa in the neck and ear.,"Diversion program, anger management course, civil settlement with driver.",1
8/5/2009,Philadelphia,Juqua Parker,DE,Arrested,Drugs,"Pulled over for a traffic violation in Bethlehem, Penn., accused of marijuana possession as passenger in the car.",Charges dropped after district attorney said the officer had no right to search the car.,1
6/28/2009,Houston,Vonta Leach,FB,Charged,Assault,"Charged with simple assault in July for an alleged confrontation with a man in a restaurant near Leach's hometown of Lumberton, N.C.",Resolution undetermined.,1
6/20/2009,Seattle,Owen Schmitt,FB,Arrested,DUI,"Suspected of drunken driving after being seen by an officer weaving and following cars too closely in Black Diamond, Wash. Blood-alcohol measured at 0.151.","Pleaded guilty to reckless driving, one-year suspended jail sentence, 24 hours community service, $2,130 fines and fees.",1
5/24/2009,Miami,Randy Starks,DE,Arrested,Assault,Arrested after allegedly swerving his vehicle to strike a police officer on foot and pin him up against another car. Charged with aggravated battery in Miami.,"Convicted of misdemeanor traffic violation, eight-hour traffic course, $219 fine.",1
5/17/2009,Houston,Brandon Walker,OG,Arrested,DUI,"Accused of drunk driving in Norman, Okla., where he played college football.",Resolution undetermined. Released by team two days later.,1
5/10/2009,Houston,Brandon Walker,OG,Arrested,Outstanding Warrant,"Warrant issued in Norman, Okla., after he failed to pay a ticket for driving without proper registration and proof of insurance.",Resolution undetermined.,1
5/6/2009,Tampa Bay,Anthony Mix,WR,Arrested,Sex,"Turned himself in after alledgedly having sex with a 15 year-old girl in Baldwin County, Ala.; the girl's mother turned him in after seeing text messages between the two.",Resolution undetermined. Cut by team day of arrest.,1
4/25/2009,San Diego,Shaun Phillips,LB,Cited,Battery,Cited for misdemeanor battery after a security guard at a San Diego hotel said Phillips punched him.,Never charged. Civil settlement with guard.,1
4/5/2009,Cincinnati,Leon Hall,CB,Arrested,DUI,"Accused of drunken driving after being pulled over after 3 a.m., in Clermont County, Ohio. Breath test showed blood-alcohol content of 0.149.","Pleaded guilty to reckless operation of a vehicle, 30-day suspended jail sentence, 64 hours community service, $250 fine.",1
3/21/2009,Oakland,Cornell Green,OT,Arrested,Domestic violence,Accused of slamming the mother of his two children against wall and striking her arm with mop handle. Arrested at Tampa airport after incident.,"Diversion program, classes, court costs.",1
3/13/2009,Kansas City,David Macklin,CB,Arrested,DUI,"Pulled over after 3 a.m. in Newport News, Va., accused of drunken driving.","Convicted, six-month suspended sentence, $250 fine. The team cut him five days after arrest.",1
3/11/2009,Washington,Albert Haynesworth,DT,Indicted,Reckless driving,"Grand jury in Williamson County, Tenn., indicted him on charges of misdemeanor reckless driving and expired registration. Accused of causing Dec. 13 accident that caused another motorist to crash.","Pleaded no contest, three months of probation, 25 hours community service.",1
3/9/2009,Jacksonville,Matt Jones,WR,Arrested,Alcohol,"Accused of violating terms of previous plea deal in cocaine case. He tested positive for alcohol consumption, leading to his arrest in Arkansas.","Found guilty, six days in jail.",1
3/1/2009,Denver,Brandon Marshall,WR,Arrested,Domestic dispute,Accused of disorderly conduct in Atlanta after fight with fiance.,Charges dropped.,1
2/14/2009,Pittsburgh,Jeff Reed,K,Cited,Disorderly conduct,"Police said he broke towel dispenser in convenience store after finding it out of towels, also used profane language at employee in New Alexandria, Penn.","Pleaded guilty to disorderly conduct and criminal mischief, fined $543.50. Arrested again in October 2009.",1
2/13/2009,Jacksonville,Gerald Sensabaugh,S,Arrested,"License, guns","Accused of driving with a suspended license in Kingsport, Tenn. He had three guns in his Bentley, but apparently had a permit for them.",Resolution undetermined.,1
2/11/2009,Jacksonville,Reggie Williams,WR,Arrested,"DUI, drugs","Pulled over in Houston at about 2 a.m., charged with drunken driving and possession of .97 grams of marijuana.",Charges dropped.,1
2/8/2009,Indianapolis,Darrell Reid,DT,Arrested,Disorderly conduct,"Police said he refused to leave nightclub parking lot in Indianapolis, accused of disorderly conduct and trespassing.",Resolution undetermined.,1
2/5/2009,Kansas City,Michael Merritt,TE,Arrested,Drugs,"Police officer in Orlando said he saw him with a marijuana cigarette, leading to marijuana possession charge.",Resolution undetermined. Released from team later that month.,1
2/2/2009,San Francisco,Roderick Green,LB,Arrested,"Guns, drugs, reckless driving","Pulled over in Brenham, Texas, accused of unlawfully carrying a weapon, marijuana possession, reckless driving and interfing with police, all misdemeanors.",Resolution undetermined.,1
2/1/2009,San Diego,Jamal Williams,DT,Arrested,DUI,"Pulled over for speeding in San Diego, accused of drunken driving but blood-alcohol content measured at under the legal limit of .08.","Pleaded guilty to a lane-change violation and speeding, required to take traffic safety class.",1
1/24/2009,Pittsburgh,Jonathan Dekker,TE,Arrested,Obstruction,"Accused of fleeing police and giving a false name after apparent public intoxication in Alexandria, Va.",Acquitted by judge.,1
1/24/2009,Seattle,Leroy Hill,LB,Arrested,Drugs,"Accused of possessing less than an ounce of marijuana after being found asleep behind the wheel of his car at an intersection in Douglas County, Ga.","Pleaded guilty to marijuana possession, 12 months of probation, $500 fine.",1
1/10/2009,Dallas,Anthony Spencer,LB,Arrested,"Alcohol, disorderly conduct","Bouncer at Indianapolis nightclub told police Spencer tried to punch him. Accused of public intoxication, disorderly conduct.",Resolution undetermined.,1
1/6/2009,San Diego,Vincent Jackson,WR,Arrested,DUI,"Pulled over for speeding and weaving, failed sobriety tests in San Diego, accused of drunken driving in 2008 GMC Sierra.",Sentenced to four days in jail and five years of probation,1
12/21/2008,Jacksonville,Travarous Bain,CB,Arrested,License,"Pulled over for speeding in St. Johns County, Fla., accused of having suspended or revoked license.",Resolution undetermined. Released from team a few days after arrest.,1
12/7/2008,Carolina,Jeremy Bridges,OG,Arrested,Assault,Accused of spraying champagne on restaurant patrons and making threats in Charlotte.,Dropped.,1
12/1/2008,New York Giants,Plaxico Burress,WR,Surrendered,Gun,Accidentally shot himself in thigh at New York club and did not have a permit for the pistol.,"Pleaded guilty to lesser weapons charge, two-year prison sentence, NFL suspension.",1
11/29/2008,New York Jets,Shaun Ellis,DE,Arrested,Drugs,"Pulled over in Hanover, N.J., charged with marijuana possession, speeding and driving without insurance.",Resolution undetermined.,1
11/13/2008,New York Giants,Kareem McKenzie,OG,Arrested,DUI,"Pulled over in Passaic County, N.J., accused of drunken driving after cutting through a gas station parking lot.",Resolution undetermined.,1
10/27/2008,Kansas City,Larry Johnson,RB,Surrendered,Assault,"Charged with simple assault, accused of spitting in a woman's face at a nightclub in Kansas City.",Pleaded guilty to two counts of disturbing the peace for this and other case. Two years probation.,1
10/23/2008,Pittsburgh,Santonio Holmes,WR,Arrested,Drugs,"Pulled over in Pittsburgh because police were looking for similar car, marijuana cigars found in his car by police.",Dropped after prosecutors agreed the search warrant wasn''t specific enough.,1
10/18/2008,Tampa Bay,Matt McCoy,LB,Arrested,DUI,"Pulled over near his home in Tampa after 4 a.m., accused of drunk driving.",Resolution undetermined. Cut by team day of arrest.,1
9/28/2008,New York Giants,Danny Ware,RB,Arrested,Alcohol,"Accused of being a pedestrian under the influence of alcohol after standing in road talking in Athens, Ga.",Resolution undetermined.,1
9/14/2008,Oakland,Tommy Kelly,DT,Arrested,DUI,Pulled over on suspicion of drunk driving in Oakland.,Resolution undetermined.,1
9/10/2008,Indianapolis,Ed Johnson,DT,Arrested,Drugs,"Pulled over for speeding near Indianapolis, charged with marijuana possession.",Resolution undetermined. Cut by team within a day of arrest.,1
8/30/2008,Carolina,Ricardo Colclough,CB,Arrested,DUI,"Accused of driving while impaired in Mecklenburg County, N.C., just hours before team made its final cuts.","Pleaded guilty to driving while impaired, 30-day suspended sentence. Released by team within a day.",1
8/30/2008,Jacksonville,Fred Taylor,RB,Arrested,Disorderly conduct,"Forced out of car at gunpoint, accused of being uncooperative during search near nightclub in Miami Beach.",Charges dropped.,1
8/20/2008,Houston,Jameel Cook,RB,Arrested,Drugs,"Pulled over in Fort Bend County, Texas, ticketed for license and registration issues, charged with marijuana possession.",Charge dropped for marijuana possession.,1
7/20/2008,Tampa Bay,Donte Nicholson,S,Arrested,Battery,"Scuffled with security guards at bar, shot with stun gun, accused of resisting arrest and battery in St. Petersburg, Fla.",Resolution undetermined.,1
7/10/2008,Jacksonville,Matt Jones,WR,Arrested,Drugs,Accused of cocaine possession after being spotted by Arkansas police in parked car cutting up cocaine-like substance.,Diversion program of drug treatment. Suspended by league for three games.,1
7/8/2008,Green Bay,Johnny Jolly,DE,Arrested,Drugs,Accused of having mixture containing codeine in his car after arrest outside Houston nightclub.,"Pleaded guilty to possession in plea deal that included probation, five years of deferred adjudication.",1
6/30/2008,New England,Willie Andrews,CB,Arrested,"Domestic violence, gun","Accused of pointing gun at girlfriend's head, assault with a deadly weapon in Bristol County, Mass.",Resolution undetermined. Cut by team a day later.,1
6/28/2008,Baltimore,Derrick Martin,CB,Cited,Drugs,Cleveland airport security personnel say they found marijuana packets on him at airport.,Resolution undetermined.,1
6/22/2008,Tennessee,Jevon Kearse,DE,Arrested,DUI,"Accused of drunk driving near Vanderbilt campus in Nashville around 5 a.m., refused breath test.","Pleaded guilty to reduced charge of reckless driving, six months of probation, restricted license.",1
6/21/2008,New York Giants,Geoffrey Pope,CB,Arrested,Assault,Accused of hitting man in head with champagne bottle at club in Detroit.,Charges dropped.,1
6/18/2008,Arizona,J.J. Arrington,RB,Arrested,Disorderly conduct,"One of five arrested stemming from fight at nightclub in Nash County, N.C.",Resolution undetermined.,1
6/15/2008,New York Giants,Ahmad Bradshaw,RB,Surrendered,Probation violation,"Undisclosed probation violation in Tazewell County, Va., stemming from undisclosed incident when he was a juvenile.",Sentenced to two 30-day jail terms.,1
6/13/2008,Tennessee,Brandon Jones,WR,Arrested,Gun,Accused of carrying .32-caliber gun into Nashville airport.,"Diversion program of six months, $500 fine.",1
6/7/2008,Chicago,Cedric Benson,RB,Arrested,DUI,"Accused of running a red light in Austin, Texas, suspected of drunk driving.",Case dropped. Grand jury declined to indict.,1
5/30/2008,Jacksonville,Gerald Sensabaugh,S,Arrested,Reckless driving,"Accused of doing stunts on a motorcycle in Kingsport, Tenn.",Resolution undetermined.,1
5/24/2008,San Francisco,Ezra Butler,LB,Arrested,"DUI, drugs","Pulled over in Nevada, accused of intoxicated driving and marijuana possession.",Resolution undetermined. Cut by team the next week.,1
5/10/2008,Seattle,Lofa Tatupu,LB,Arrested,DUI,"Pulled over in Kirkland, Wash., for speeding. Police measured blood-alcohol content at .155 or more.","Pleaded guilty, one day in jail, $1,255 fines and court costs.",1
5/3/2008,Chicago,Cedric Benson,RB,Arrested,DUI,"Accused of boating while intoxicated and resisting arrest on Lake Travis, Texas.",Case dropped. Grand jury declined to indict.,1
5/1/2008,Cincinnati,Ahmad Brooks,LB,Summoned,Assault,"Accused of punching woman in left eye during dispute with neighbor in Burlington, Ky.",Accepted mediation.,1
4/27/2008,New England,Nick Kaczur,OT,Arrested,Drugs,"Pulled over for speeding in Whitestown, N.Y., accused of having 202 OxyContin pills, charged with misdemeanor drug possession.","Pleaded guilty to reduce charge of speeding, drug charge dropped in deal, $355 in fines and fees.",1
4/21/2008,Seattle,Rocky Bernard,DT,Arrested,Domestic violence,Accused of hitting his girlfriend in the head at Seattle nightclub.,"Diversion program, agreed to have no contact with woman for two years, domestic violence treatment.",1
4/21/2008,Indianapolis,Kenton Keith,RB,Arrested,Alcohol,"Accused of refusing to leave nightclub parking lot being cleared by police, trespassing, public intoxication, disorderly conduct in Indianapolis.",Resolution undetermined.,1
4/13/2008,San Francisco,Donald Strickland,CB,Arrested,Alcohol,"Accused of running away from police in San Jose, public intoxication and resisting arrest.",Resolution undetermined.,1
4/11/2008,Miami,Reagan Mauia,RB,Arrested,Battery,"Accused of knocking a man out in restaurant parking lot in Weston, Fla.",Resolution undetermined.,1
3/31/2008,Cincinnati,Chris Henry,WR,Arrested,Assault,Accused of punching man and throwing beer bottle at car window in Cincinnati.,Charge dropped.,1
3/19/2008,Pittsburgh,Cedrick Wilson,WR,Arrested,Domestic violence,"Accused of punching ex-girlfriend in the face, disorderly conduct at restaurant near Pittsburgh.","Diversion program, anger counseling. Released by team the next day.",1
3/16/2008,Houston,Jacoby Jones,WR,Arrested,DUI,Accused of drunken driving while stuck in Houston traffic.,"Pleaded guilty, diversion program, education classes, alcohol-detection device placed in car.",1
3/15/2008,Tennessee,LenDale White,RB,Cited,Disorderly conduct,"Accused of property destruction, disobedience to a lawful order and resistance stemming from party in hometown of Denver.",Resolution undetermined.,1
3/11/2008,Carolina,Dwayne Jarrett,WR,Arrested,DUI,"Police say he ran a red light and crossed center line, accused of drunken driving with blood-alcohol content of 0.12 near Charlotte.","Pleaded guilty, surrended license, 24 hours of community service, $420 in court costs.",1
